DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,IMPORTER: Importer,EXPORTER: Exporter,COMMODITY: Commodity,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,1997,327,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,1998,240,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,1999,345,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2000,265,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2001,176,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2002,210,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2003,347,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2004,383,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2005,395,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2006,485,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2007,467,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2008,383,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2009,302,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2010,263,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2011,299,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2012,248,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2013,184,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2014,248,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2015,285,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2016,223,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2017,249,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2018,234,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,AU_NZ: Australia and New Zealand,"16: Meat, fish and seafood food preparations nes",2012,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,AU_NZ: Australia and New Zealand,"16: Meat, fish and seafood food preparations nes",2013,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2000,18,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2001,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2002,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2004,50,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2005,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2006,15,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2007,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2008,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2009,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2010,38,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2011,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2012,21,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2013,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2014,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2015,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2017,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2018,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,AME: Americas,"22: Beverages, spirits and vinegar",1997,13,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,AME: Americas,"22: Beverages, spirits and vinegar",2002,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,AME: Americas,"22: Beverages, spirits and vinegar",2009,15,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,AME: Americas,"22: Beverages, spirits and vinegar",2010,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,AME: Americas,"22: Beverages, spirits and vinegar",2015,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,_U: Unknown,07: Edible vegetables and certain roots and tubers,2015,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2002,92,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2004,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2005,10,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2006,31,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2007,149,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2008,78,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2009,77,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2010,83,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2011,69,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2012,40,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,GU: Guam,PICT: Pacific Islands Countries and Territories,21: Miscellaneous edible preparations,2013,70,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1995,4001,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1996,3561,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1997,3662,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1998,4096,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1999,2764,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2000,3593,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2001,3918,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2002,4294,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2003,4237,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2004,4190,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2005,4641,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2006,4325,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2007,3824,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2008,4220,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2009,3591,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2010,1981,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2011,1823,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2012,2218,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2013,2334,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2014,2097,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2015,2360,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2016,2569,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2017,3127,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2018,2297,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",1995,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",1996,23,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",1997,20,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",1998,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",1999,53,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2000,67,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2001,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2002,51,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2003,177,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2004,213,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2005,121,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2006,220,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2007,260,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2008,348,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2009,124,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2010,102,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2011,79,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2012,152,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2013,130,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2014,108,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2015,81,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2016,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2017,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NC: New Caledonia,AME: Americas,"16: Meat, fish and seafood food preparations nes",2018,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,AME: Americas,17: Sugars and sugar confectionery,1997,14,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,AME: Americas,17: Sugars and sugar confectionery,2006,12,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,AME: Americas,17: Sugars and sugar confectionery,2010,16,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,AME: Americas,17: Sugars and sugar confectionery,2011,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,_U: Unknown,24: Tobacco and manufactured tobacco substitutes,2015,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",1997,23,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",1998,14,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2001,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2002,34,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2003,48,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2004,55,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2005,59,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2006,21,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2007,9,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2008,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2009,24,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2010,42,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2011,60,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2012,32,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2013,40,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2014,31,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2015,29,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2016,29,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2017,27,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2018,27,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2001,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2002,10,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2007,57,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2008,110,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2009,94,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2011,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2013,42,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2015,22,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FJ: Fiji,PICT: Pacific Islands Countries and Territories,"15: Animal,vegetable fats and oils, cleavage products, et",2017,22,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,EUR: Europe,"22: Beverages, spirits and vinegar",1995,235,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,EUR: Europe,"22: Beverages, spirits and vinegar",1996,214,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,EUR: Europe,"22: Beverages, spirits and vinegar",1997,101,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,EUR: Europe,"22: Beverages, spirits and vinegar",1998,181,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,EUR: Europe,"22: Beverages, spirits and vinegar",1999,454,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,EUR: Europe,"22: Beverages, spirits and vinegar",2000,356,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,EUR: Europe,"22: Beverages, spirits and vinegar",2001,100,TON: tonnes,,,,
